strike,market_price,fem_price,abs_error,sq_error,moneyness,date,maturity,tau,S0,S_max,set,sigma_calibrated,r,group_strike
40.0,1.32,1.2972939558793704,0.02270604412062971,0.000515564439607983,0.9692270414344559,2026-04-13,APR 2026,0.010958904109589,41.27,132.0,test,0.1909047668901932,0.02,40.0
40.0,2.96,2.8934073302119314,0.06659266978806855,0.004434583669502738,0.9692270414344559,2026-04-13,SEP 2026,0.4328767123287671,41.27,150.0,test,0.1909047668901932,0.02,40.0
40.0,3.52,3.3831674031433443,0.13683259685665572,0.01872315956253607,0.9701673538685424,2026-04-25,DEC 2026,0.6493150684931507,41.23,150.0,test,0.1909047668901932,0.02,40.0
40.0,2.81,2.780562355117371,0.029437644882629233,0.0008665749362357871,0.9701673538685424,2026-04-25,SEP 2026,0.4,41.23,150.0,test,0.1909047668901932,0.02,40.0
40.5,0.89,0.8898519681870333,0.0001480318129667424,2.19134176502206e-08,0.9813423794523867,2026-04-13,APR 2026,0.010958904109589,41.27,132.0,train,0.22010019838964912,0.02,40.5
41.0,0.47,0.7771747698425902,0.3071747698425902,0.09435633922784825,0.9951456310679611,2026-04-01,APR 2026,0.0438356164383561,41.2,138.0,train,0.19122478851078942,0.02,41.0
41.0,1.49,1.6339604344169842,0.14396043441698425,0.020724606677526822,0.9951456310679611,2026-04-01,JUN 2026,0.2164383561643835,41.2,138.0,train,0.19122478851078942,0.02,41.0
41.0,1.16,1.2332561738363839,0.07325617383638394,0.005366467005146503,0.9951456310679611,2026-04-01,MAY 2026,0.1205479452054794,41.2,138.0,train,0.19122478851078942,0.02,41.0
41.0,1.79,1.9330166315362753,0.1430166315362753,0.020453756895982736,0.9825065899832256,2026-04-02,JUN 2026,0.2136986301369863,41.73,141.0,train,0.19122478851078942,0.02,41.0
41.0,1.45,1.5338446513587904,0.08384465135879049,0.007029925561477128,0.9825065899832256,2026-04-02,MAY 2026,0.1178082191780822,41.73,141.0,train,0.19122478851078942,0.02,41.0
41.0,1.85,1.6906273239707512,0.15937267602924887,0.025399649864723917,0.994421537715256,2026-04-25,JUL 2026,0.2273972602739726,41.23,138.0,train,0.19122478851078942,0.02,41.0
41.0,1.61,1.3880650404562513,0.22193495954374876,0.0492551262676854,0.994421537715256,2026-04-25,JUN 2026,0.1506849315068493,41.23,138.0,train,0.19122478851078942,0.02,41.0
41.0,1.27,0.8748039686730227,0.39519603132697734,0.15617990317659325,0.994421537715256,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,train,0.19122478851078942,0.02,41.0
41.0,0.73,1.0883069539585224,0.3583069539585224,0.1283838732550347,0.9825065899832256,2026-04-02,APR 2026,0.0410958904109589,41.73,141.0,test,0.19122478851078942,0.02,41.0
41.0,0.51,0.485581486362124,0.024418513637876005,0.0005962638082831365,0.9934577174703173,2026-04-13,APR 2026,0.010958904109589,41.27,132.0,test,0.19122478851078942,0.02,41.0
